fold,test_draws,average_hits,random_expected,difference,difference_percent,empirical_p
1,1008,0.7232142857142857,0.7346938775510204,-0.011479591836734748,-1.5625000000000073,0.7042
2,1008,0.7529761904761905,0.7346938775510204,0.01828231292517002,2.4884259259259194,0.236
3,1008,0.7529761904761905,0.7346938775510204,0.01828231292517002,2.4884259259259194,0.269
4,1007,0.7398212512413108,0.7346938775510204,0.005127373690290371,0.6978925300673005,0.4256
