test_draws,model_mean_hits,model_std,random_expected,difference,difference_percent,normal_ci_lower,normal_ci_upper,bootstrap_ci_lower,bootstrap_ci_upper,monte_carlo_mean,monte_carlo_std,monte_carlo_ci_lower,monte_carlo_ci_upper,one_sided_p_value,two_sided_p_value,folds_above_random,folds_below_random,cohens_d,conclusion
970,0.7144329896907217,0.7380964123164652,0.7346938775510204,-0.020260887860298782,-2.7577319587628897,0.6679832484956103,0.760882730885833,0.668041237113402,0.7608247422680412,0.7347464948453608,0.024370776998463194,0.6876288659793814,0.7824742268041237,0.8061193880611939,0.40375962403759624,1,4,-0.02745019149559523,NOT SIGNIFICANT
